gun,pap,cadence,perks,seed,round,dog,count,hp_each,total_hp,max_alive,spawn_interval,walk,run,sprint,time_to_clear_s,shots,hits,kills,reload_s,hp_per_s,points,drops,refills,damage_taken,hp_bars,contact_frac,contact_zsec,peak_alive,first_contact_s,trap_buys,trap_kills,trap_spend,wallet
mp40,0,fixed,,20260729,1,0,6,150,900,24,1.379,6,0,0,8.92,13,10,6,6.95,100.9,560,0,0,0,0.0,0.000,0.0,2,-1.00,0,0,0,1060
mp40,0,fixed,,20260729,2,0,10,250,2500,24,1.375,10,0,0,16.20,35,25,10,13.90,154.3,950,1,0,0,0.0,0.000,0.0,2,-1.00,0,0,0,2010
mp40,0,fixed,,20260729,3,0,14,350,4900,24,1.323,14,0,0,20.33,60,47,14,16.22,241.0,1410,1,0,0,0.0,0.000,0.0,3,-1.00,0,0,0,3420
mp40,0,fixed,,20260729,4,0,18,450,8100,24,1.324,18,0,0,25.00,93,78,18,18.53,324.0,1920,2,0,0,0.0,0.000,0.0,3,-1.00,0,0,0,5340
mp40,0,fixed,,20260729,5,1,9,550,3069,8,0.700,6,3,0,7.47,37,28,9,4.63,411.0,1050,0,0,0,0.0,0.000,0.0,3,-1.00,0,0,0,6390
mp40,0,fixed,,20260729,6,0,27,650,17290,24,1.197,18,9,0,35.20,203,161,27,20.85,491.2,3360,1,0,0,0.0,0.005,0.2,4,26.23,0,0,0,9750
mp40,0,fixed,,20260729,7,0,31,750,22200,24,1.129,17,14,0,42.45,268,204,31,23.17,523.0,4150,4,0,840,8.4,0.230,15.1,7,29.17,0,0,0,13900
mp40,0,fixed,,20260729,8,0,36,850,30090,24,1.113,26,10,0,53.20,354,274,36,27.80,565.6,5180,3,1,6000,60.0,0.595,100.4,9,18.55,0,0,0,19080
mp40,0,fixed,,20260729,9,0,41,950,38000,24,1.093,15,26,0,67.03,455,347,41,34.75,566.9,6160,2,1,17280,172.8,0.744,299.5,15,14.68,0,0,0,25240
mp40,0,fixed,,20260729,10,1,14,1045,9071,8,0.441,2,10,2,17.32,111,85,14,9.27,523.8,1750,0,0,1980,19.8,0.700,46.8,8,5.20,0,0,0,26990
mp40,0,fixed,,20260729,11,0,51,1150,58420,24,0.969,13,31,7,99.48,688,536,51,50.97,587.2,8630,3,2,61080,610.8,0.932,1073.0,24,6.25,0,0,0,35620
mp40,0,fixed,,20260729,12,0,56,1265,69575,24,0.951,18,32,6,120.83,833,634,56,62.55,575.8,9900,4,3,89640,896.4,0.931,1583.0,24,6.18,0,0,0,45520
mp40,0,fixed,,20260729,13,0,61,1392,82963,24,0.879,5,36,20,140.93,986,752,61,71.82,588.7,11570,3,3,119520,1195.2,0.964,2112.5,24,5.05,0,0,0,57090
mp40,0,fixed,,20260729,14,0,67,1531,100127,24,0.857,11,29,27,162.00,1126,899,67,83.40,618.1,13580,4,4,146820,1468.2,0.958,2584.7,24,4.15,0,0,0,70670
mp40,0,fixed,,20260729,15,1,18,1684,18793,8,0.218,0,11,7,31.77,220,169,18,16.22,591.6,2950,1,0,7020,70.2,0.916,166.8,8,2.48,0,0,0,73620
mp40,0,fixed,,20260729,16,0,78,1852,141122,24,0.750,8,33,37,228.77,1600,1275,78,118.15,616.9,17730,4,6,235680,2356.8,0.978,4146.2,24,2.97,0,0,0,91350
mp40,0,fixed,,20260729,17,0,83,2037,167034,24,0.715,0,27,56,276.42,1929,1490,83,143.63,604.3,20490,3,7,298500,2985.0,0.985,5243.4,24,4.22,0,0,0,111840
mp40,0,fixed,,20260729,18,0,89,2241,195863,24,0.669,0,35,54,320.10,2266,1745,89,164.48,611.9,23100,4,8,354360,3543.6,0.990,6232.6,24,3.23,0,0,0,134940
mp40,0,fixed,,20260729,19,1,21,2465,32094,8,0.199,0,6,15,55.45,366,288,21,30.12,578.8,4210,1,1,13644,136.4,0.957,325.1,8,2.40,0,0,0,139150
mp40,0,fixed,,20260729,20,0,101,2712,271742,24,0.609,0,36,65,438.58,3098,2409,101,227.03,619.6,30700,2,12,505200,5052.0,0.993,8908.3,24,3.20,0,0,0,169850
mp40,0,legacy,,20260729,1,0,6,150,900,24,1.379,6,0,0,9.00,13,10,6,6.95,100.0,560,0,0,0,0.0,0.000,0.0,2,-1.00,0,0,0,1060
mp40,0,legacy,,20260729,2,0,10,250,2500,24,1.375,10,0,0,14.33,35,25,10,11.58,174.4,950,1,0,0,0.0,0.000,0.0,2,-1.00,0,0,0,2010
mp40,0,legacy,,20260729,3,0,14,350,4900,24,1.323,14,0,0,18.80,60,47,14,13.90,260.6,1410,1,0,0,0.0,0.000,0.0,3,-1.00,0,0,0,3420
mp40,0,legacy,,20260729,4,0,18,450,8100,24,1.324,18,0,0,26.12,93,78,18,18.53,310.1,1920,2,0,0,0.0,0.000,0.0,3,-1.00,0,0,0,5340
mp40,0,legacy,,20260729,5,1,9,550,3069,8,0.700,6,3,0,7.90,37,28,9,4.63,388.5,1050,0,0,0,0.0,0.000,0.0,4,-1.00,0,0,0,6390
mp40,0,legacy,,20260729,6,0,27,650,17290,24,1.197,18,9,0,35.93,203,161,27,18.53,481.2,3360,1,0,0,0.0,0.000,0.0,4,-1.00,0,0,0,9750
mp40,0,legacy,,20260729,7,0,31,750,22200,24,1.129,17,14,0,43.58,265,201,31,20.85,509.4,4040,3,0,1860,18.6,0.318,30.6,7,11.27,0,0,0,13790
mp40,0,legacy,,20260729,8,0,36,850,30090,24,1.113,26,10,0,57.80,350,271,36,27.80,520.6,4910,4,1,8520,85.2,0.637,145.2,11,18.55,0,0,0,18700
mp40,0,legacy,,20260729,9,0,41,950,38000,24,1.093,15,26,0,73.15,452,346,41,34.75,519.5,5990,2,1,22920,229.2,0.792,404.0,17,7.62,0,0,0,24690
mp40,0,legacy,,20260729,10,1,14,1045,9071,8,0.441,2,10,2,18.75,110,83,14,9.27,483.8,1770,0,0,2376,23.8,0.723,55.4,8,5.20,0,0,0,26460
mp40,0,legacy,,20260729,11,0,51,1150,58420,24,0.969,13,31,7,108.78,685,534,51,50.97,537.0,8650,3,2,72480,724.8,0.943,1278.2,24,6.25,0,0,0,35110
mp40,0,legacy,,20260729,12,0,56,1265,69575,24,0.951,18,32,6,132.72,833,634,56,62.55,524.2,9740,4,3,103260,1032.6,0.947,1828.4,24,6.18,0,0,0,44850
mp40,0,legacy,,20260729,13,0,61,1392,82963,24,0.879,5,36,20,156.83,986,750,61,74.13,529.0,11630,3,3,136860,1368.6,0.967,2416.9,24,5.12,0,0,0,56480
mp40,0,legacy,,20260729,14,0,67,1531,100127,24,0.857,11,29,27,177.28,1119,898,67,83.40,564.8,13410,4,4,163620,1636.2,0.969,2889.1,24,4.15,0,0,0,69890
mp40,0,legacy,,20260729,15,1,18,1684,18793,8,0.218,0,11,7,34.98,222,168,18,16.22,537.2,2900,1,0,7956,79.6,0.929,188.1,8,2.48,0,0,0,72790
mp40,0,legacy,,20260729,16,0,78,1852,141122,24,0.750,8,33,37,251.37,1598,1273,78,118.15,561.4,17590,4,6,262020,2620.2,0.981,4608.5,24,2.97,0,0,0,90380
mp40,0,legacy,,20260729,17,0,83,2037,167034,24,0.715,0,27,56,304.10,1932,1496,83,143.63,549.3,20190,3,7,332400,3324.0,0.986,5840.6,24,3.97,0,0,0,110570
mp40,0,legacy,,20260729,18,0,89,2241,195863,24,0.669,0,35,54,354.53,2267,1743,89,166.80,552.5,23040,4,8,393180,3931.8,0.991,6924.0,24,3.23,0,0,0,133610
mp40,0,legacy,,20260729,19,1,21,2465,32094,8,0.199,0,6,15,58.32,367,287,21,27.80,550.3,4240,0,1,14544,145.4,0.959,346.4,8,2.40,0,0,0,137850
mp40,0,legacy,,20260729,20,0,101,2712,271742,24,0.609,0,36,65,482.85,3097,2408,101,227.03,562.8,30770,3,12,558840,5588.4,0.993,9855.9,24,3.20,0,0,0,168620
ak74u,0,fixed,,20260729,1,0,6,150,900,24,1.379,6,0,0,9.65,13,10,6,7.55,93.3,560,0,0,0,0.0,0.000,0.0,2,-1.00,0,0,0,1060
ak74u,0,fixed,,20260729,2,0,10,250,2500,24,1.375,10,0,0,15.00,30,20,10,12.58,166.7,860,1,0,0,0.0,0.000,0.0,2,-1.00,0,0,0,1920
ak74u,0,fixed,,20260729,3,0,14,350,4900,24,1.323,14,0,0,19.10,48,41,14,15.10,256.5,1350,1,0,0,0.0,0.000,0.0,2,-1.00,0,0,0,3270
ak74u,0,fixed,,20260729,4,0,18,450,8100,24,1.324,18,0,0,24.28,79,62,18,17.62,333.6,1720,2,0,0,0.0,0.000,0.0,3,-1.00,0,0,0,4990
ak74u,0,fixed,,20260729,5,1,9,550,3069,8,0.700,6,3,0,7.83,31,27,9,5.03,391.8,760,0,0,0,0.0,0.000,0.0,4,-1.00,0,0,0,5750
ak74u,0,fixed,,20260729,6,0,27,650,17290,24,1.197,18,9,0,33.55,156,123,27,20.13,515.4,3140,1,0,0,0.0,0.000,0.0,3,-1.00,0,0,0,8890
ak74u,0,fixed,,20260729,7,0,31,750,22200,24,1.129,17,14,0,38.52,211,165,31,20.13,576.4,3760,3,0,0,0.0,0.012,0.4,4,17.00,0,0,0,12650
ak74u,0,fixed,,20260729,8,0,36,850,30090,24,1.113,26,10,0,49.22,278,212,36,25.17,611.4,4480,3,0,2160,21.6,0.424,32.6,7,23.17,0,0,0,17130
ak74u,0,fixed,,20260729,9,0,41,950,38000,24,1.093,15,26,0,63.35,353,276,41,32.72,599.8,5570,3,1,11700,117.0,0.759,199.8,12,6.58,0,0,0,22700
ak74u,0,fixed,,20260729,10,1,14,1045,9071,8,0.441,2,10,2,18.22,94,66,14,10.07,497.9,1520,0,0,2124,21.2,0.694,49.4,8,5.57,0,0,0,24220
