gun,pap,cadence,perks,seed,round,dog,count,hp_each,total_hp,max_alive,spawn_interval,walk,run,sprint,time_to_clear_s,shots,hits,kills,reload_s,hp_per_s,points,drops,refills,damage_taken,hp_bars,contact_frac,contact_zsec,peak_alive,first_contact_s,trap_buys,trap_kills,trap_spend,wallet
mp40,0,fixed,,20260729,1,0,6,150,900,24,1.379,6,0,0,8.92,13,10,6,6.95,100.9,560,0,0,0,0.0,0.000,0.0,2,-1.00,0,0,0,1060
mp40,0,fixed,,20260729,2,0,10,250,2500,24,1.375,10,0,0,16.20,35,25,10,13.90,154.3,950,1,0,0,0.0,0.000,0.0,2,-1.00,0,0,0,2010
mp40,0,fixed,,20260729,3,0,14,350,4900,24,1.323,14,0,0,20.33,60,47,14,16.22,241.0,1410,1,0,0,0.0,0.000,0.0,3,-1.00,0,0,0,3420
mp40,0,fixed,,20260729,4,0,18,450,8100,24,1.324,18,0,0,25.00,93,78,18,18.53,324.0,1920,2,0,0,0.0,0.000,0.0,3,-1.00,0,0,0,5340
mp40,0,fixed,,20260729,5,1,9,550,3069,8,0.700,6,3,0,7.47,37,28,9,4.63,411.0,1050,0,0,0,0.0,0.000,0.0,3,-1.00,0,0,0,6390
mp40,0,fixed,,20260729,6,0,27,650,17290,24,1.197,18,9,0,34.67,196,157,27,20.85,498.8,3150,1,0,0,0.0,0.000,0.0,4,-1.00,1,1,1000,8540
mp40,0,fixed,,20260729,7,0,31,750,22200,24,1.129,17,14,0,40.13,268,202,31,20.85,553.2,4050,3,0,480,4.8,0.123,7.7,6,32.10,0,0,0,12590
mp40,0,fixed,,20260729,8,0,36,850,30090,24,1.113,26,10,0,46.78,301,231,36,25.48,643.2,4160,3,1,60,0.6,0.015,0.7,6,37.85,1,7,1000,15750
mp40,0,fixed,,20260729,9,0,41,950,38000,24,1.093,15,26,0,48.15,322,247,41,25.48,789.2,4380,2,1,2640,26.4,0.391,44.9,9,14.68,1,14,1000,19130
mp40,0,fixed,,20260729,10,1,14,1045,9071,8,0.441,2,10,2,8.30,51,37,14,4.63,1092.8,660,1,0,0,0.0,0.000,0.0,6,-1.00,0,9,0,19790
mp40,0,fixed,,20260729,11,0,51,1150,58420,24,0.969,13,31,7,89.18,607,476,51,46.33,655.1,7700,2,2,50280,502.8,0.909,885.7,24,6.25,1,5,1000,26490
mp40,0,fixed,,20260729,12,0,56,1265,69575,24,0.951,18,32,6,74.00,497,386,56,39.38,940.2,5750,4,1,33180,331.8,0.909,583.8,22,6.18,1,23,1000,31240
mp40,0,fixed,,20260729,13,0,61,1392,82963,24,0.879,5,36,20,85.78,597,452,61,44.02,967.1,6850,2,2,50280,502.8,0.940,883.2,24,5.12,1,24,1000,37090
mp40,0,fixed,,20260729,14,0,67,1531,100127,24,0.857,11,29,27,82.83,559,433,67,44.02,1208.8,6370,4,2,33900,339.0,0.950,593.3,20,4.15,1,35,1000,42460
mp40,0,fixed,,20260729,15,1,18,1684,18793,8,0.218,0,11,7,27.13,188,141,18,13.90,692.6,2360,1,0,5616,56.2,0.908,132.9,8,2.48,1,3,1000,43820
mp40,0,fixed,,20260729,16,0,78,1852,141122,24,0.750,8,33,37,131.63,902,720,78,69.50,1072.1,9890,3,3,86520,865.2,0.821,1530.7,24,23.57,1,37,1000,52710
mp40,0,fixed,,20260729,17,0,83,2037,167034,24,0.715,0,27,56,139.25,982,770,83,71.82,1199.5,10530,3,3,78780,787.8,0.912,1392.3,24,4.22,2,40,2000,61240
mp40,0,fixed,,20260729,18,0,89,2241,195863,24,0.669,0,35,54,155.63,1087,874,89,81.08,1258.5,11550,4,4,121320,1213.2,0.979,2142.6,24,3.23,2,44,2000,70790
mp40,0,fixed,,20260729,19,1,21,2465,32094,8,0.199,0,6,15,30.12,201,165,21,16.22,1065.7,2370,0,0,5904,59.0,0.920,140.0,8,2.40,1,9,1000,72160
mp40,0,fixed,,20260729,20,0,101,2712,271742,24,0.609,0,36,65,235.42,1656,1279,101,122.78,1154.3,16090,2,6,212640,2126.4,0.934,3749.7,24,15.60,3,51,3000,85250
