gun,pap,cadence,perks,seed,round,dog,count,hp_each,total_hp,max_alive,spawn_interval,walk,run,sprint,time_to_clear_s,shots,hits,kills,reload_s,hp_per_s,points,drops,refills,damage_taken,hp_bars,contact_frac,contact_zsec,peak_alive,first_contact_s,trap_buys,trap_kills,trap_spend,wallet
mp40,0,fixed,,20260729,1,0,6,150,900,24,1.379,6,0,0,8.92,13,10,6,6.95,100.9,560,0,0,0,0.0,0.000,0.0,2,-1.00,0,0,0,1060
mp40,0,fixed,,20260729,2,0,10,250,2500,24,1.375,10,0,0,16.20,35,25,10,13.90,154.3,950,1,0,0,0.0,0.000,0.0,2,-1.00,0,0,0,2010
mp40,0,fixed,,20260729,3,0,14,350,4900,24,1.323,14,0,0,20.33,60,47,14,16.22,241.0,1410,1,0,0,0.0,0.000,0.0,3,-1.00,0,0,0,3420
mp40,0,fixed,,20260729,4,0,18,450,8100,24,1.324,18,0,0,25.00,93,78,18,18.53,324.0,1920,2,0,0,0.0,0.000,0.0,3,-1.00,0,0,0,5340
mp40,0,fixed,,20260729,5,1,9,550,3069,8,0.700,6,3,0,7.47,37,28,9,4.63,411.0,1050,0,0,0,0.0,0.000,0.0,3,-1.00,0,0,0,6390
mp40,0,fixed,,20260729,6,0,27,650,17290,24,1.197,18,9,0,35.20,203,161,27,20.85,491.2,3360,1,0,0,0.0,0.005,0.2,4,26.23,1,0,1000,8750
mp40,0,fixed,,20260729,7,0,31,750,22200,24,1.129,17,14,0,38.45,245,187,31,20.85,577.4,3790,3,0,180,1.8,0.081,3.9,6,29.17,1,3,1000,11540
mp40,0,fixed,,20260729,8,0,36,850,30090,24,1.113,26,10,0,52.93,352,274,36,27.80,568.5,4940,4,1,5220,52.2,0.581,85.9,9,18.55,0,0,0,16480
mp40,0,fixed,,20260729,9,0,41,950,38000,24,1.093,15,26,0,61.48,411,310,41,32.43,618.1,5420,2,1,6840,68.4,0.532,117.4,10,28.77,1,5,1000,20900
mp40,0,fixed,,20260729,10,1,14,1045,9071,8,0.441,2,10,2,17.07,107,85,14,9.27,531.5,1630,0,0,2016,20.2,0.674,46.1,8,5.57,1,0,1000,21530
mp40,0,fixed,,20260729,11,0,51,1150,58420,24,0.969,13,31,7,94.73,653,507,51,48.65,616.7,8270,3,2,51120,511.2,0.857,902.5,24,13.52,1,3,1000,28800
mp40,0,fixed,,20260729,12,0,56,1265,69575,24,0.951,18,32,6,78.42,526,409,56,41.70,887.2,6520,4,2,24360,243.6,0.928,425.3,18,5.08,1,21,1000,34320
mp40,0,fixed,,20260729,13,0,61,1392,82963,24,0.879,5,36,20,94.70,659,493,61,48.65,876.1,7570,2,2,34500,345.0,0.867,607.5,19,5.05,2,21,2000,39890
mp40,0,fixed,,20260729,14,0,67,1531,100127,24,0.857,11,29,27,111.58,773,593,67,57.92,897.3,8800,4,2,80340,803.4,0.944,1418.7,24,6.27,1,24,1000,47690
mp40,0,fixed,,20260729,15,1,18,1684,18793,8,0.218,0,11,7,7.38,40,29,18,4.63,2545.4,380,1,0,36,0.4,0.102,0.8,8,2.48,1,17,1000,47070
mp40,0,fixed,,20260729,16,0,78,1852,141122,24,0.750,8,33,37,146.88,1024,815,78,76.45,960.8,11340,3,3,107940,1079.4,0.889,1913.9,24,16.35,2,31,2000,56410
mp40,0,fixed,,20260729,17,0,83,2037,167034,24,0.715,0,27,56,174.93,1229,975,83,90.35,954.8,13460,3,4,166320,1663.2,0.977,2934.7,24,3.97,2,28,2000,67870
mp40,0,fixed,,20260729,18,0,89,2241,195863,24,0.669,0,35,54,177.93,1246,975,89,92.67,1100.8,12650,4,4,137220,1372.2,0.877,2424.2,24,21.93,3,43,3000,77520
mp40,0,fixed,,20260729,19,1,21,2465,32094,8,0.199,0,6,15,34.57,232,175,21,18.53,928.5,2560,1,0,7056,70.6,0.931,167.9,8,2.40,1,8,1000,79080
mp40,0,fixed,,20260729,20,0,101,2712,271742,24,0.609,0,36,65,232.18,1637,1270,101,120.47,1170.4,15980,2,6,217620,2176.2,0.978,3832.9,24,5.12,3,49,3000,92060
